sentiment	text
neutral	Зао банк втб 24 автокредит http://t.co/j6SVytmM6Z
negative	RT @zvezdanews: Европейский союз планирует добавить в свой санкционный список Сбербанк и ВТБ.  Подробнее: http://t.co/dBK2J09qZE http://t.c…
neutral	образец регистрации на этп сбербанк аст http://t.co/z6Mkkzguel #аст #образец
negative	На Сбербанк и ВТБ могут распространиться европейские санкции:http://t.co/xosJ3IrkQB
neutral	Кредит для железнодорожников в украине банк втб условия http://t.co/PhQuM6bxIR
negative	ЕС добавит в списки санкций Сбербанк и ВТБ: Власти ЕС намерены добавить в новый санкционный список две российс... http://t.co/oLcPrdgBD2
negative	СМИ сообщают о том, что в санкционный список ЕС будут включены Сбербанк и ВТБ
neutral	Дает ли сбербанк кредит под залог квартиры http://t.co/4QfNdIxKG6
neutral	Льготные кредиты втб 24 http://t.co/CQEH9M6DOi
positive	Скидки и акции от генерального банка - партнера оао сбербанк россии. 3-. К улучшенка в кирп... http://t.co/6u8hhwsyji http://t.co/f6N7azWCLz
neutral	Кредит банк сбербанк росии http://t.co/nahLfzlnD6
negative	СМИ: Сбербанк и ВТБ попадут в санкционный список ЕС: Сбербанк и ВТБ могут попасть в санкционный список Евросою... http://t.co/LXklf34TKf
neutral	Сочи сбербанк кредит карта http://t.co/6V15uyIMTk
positive	Внедрение новых видов кредитов сбербанк http://t.co/FzEr6ugQbU
neutral	http://t.co/KcGq8Os316 Россельхозбанк оформить заявку на кредит онлайн
negative	RT @magorbacardi: Зря Сбербанк и ВТБ не открывали отделений в Крыму опасаясь санкций. Кара все равно настигла героев.
neutral	Показники кредитування в райффайзен банк аваль http://t.co/hzKgtEzQyn
neutral	http://t.co/eiC2PGMuBa Как оформить кредит в уралсиб банке
neutral	Выдаёт ли сбербанк кредиты http://t.co/2NYpY3cmyE
neutral	банк москвы саратов http://t.co/02VyDhfJSk
neutral	http://t.co/Jv6fKVjqcK Взять кредит втб 24 он лайн
negative	gazeta.ru -  Сбербанк и ВТБ попадут под санкции ЕС
negative	СМИ: ЕС может внести в санкционный список Сбербанк и ВТБ
neutral	Кредит втб 24 без справке о доходах http://t.co/mHXsftm5dS
neutral	Кредитную карту альфа банк http://t.co/poETAI5b9O
neutral	Решение ЦБ РФ по денежно-кредитной политике: смело, но преждевременно и рискованно http://t.co/jEhveyh1ur #втб #цбрф #банки
negative	http://t.co/EDz6KOigca WSJ: в список санкций ЕС будут включены Сбербанк и ВТБ
